Content,Rate
Très bonne ambiance pas trop chère excellent emplacement propre service acceptable ,4.2
"Very nice place and very gooooood service 
A visiter vrmt les serveur et la qualiter et la rapiditer en plus l hygienne des plats et touuuuuuuts 😍😚😍",5
"La vue est magnifique, les plats sont délicieux je vous recommande ce restaurent ",3.6
"On nous demande de commander 10 dt pour une bière !!!! Et l endroit est vide. En plus il n y a aucun serveur au alentours..
C'est nul.. ",2
Un bon endroit et embiance parfaite,4.8
"Endroit sympa, de la bonne ambiance, service un peu lent, la cuisine n'est pas très bonne mais en totale c'est pas mal comme endroit ",3.4
"J'ai essayé :
- Le sushi : 5/5
Pour un initié au sushi j'ai été agréablement surpris
- Udon : 4/5
Assaisonnement exotique et parfait qui marche
- Ramen : 3/5
Le bémol du menu avec des nouilles fades et inspirés, excepté la garniture gyoza ou crevettes tempura 
- Brochettes : 4/5
La sauce est bonne et le fromage est une bonne idée, j'ai aussi aime la salade qui l'accompagne

Un local chaleureux, calme et simpliste.
Le service est agréable mais un peu lent",3.8
Une magnifique vue sur plage prix et services acceptables ,3.4
Le service il est un peu long,3.8
C'est vrai qu'il est un peu cher mais je vous conseille de lui visiter je note la cuisine 9/10,4.6
"Pas mal dans l'ensemble
Serveurs correctes
Hygiène correcte
Rapidité acceptable
Cadre discret",3.8
"Service un peu lent... Plats assez chers mais délicieux
Le chef au self est très accueillant ",3
"Les prix et la qualité des produits sont 1000 fois meilleurs que ceux de ranim, ils ont une tarte au citron exquise 😍😍 la proprio (je crois que c'est celle qui est à la caisse) est très chaleureuse",4
"staff impoli, la bouffe n est pas fraiche et on t oblige a manger pour consommer l alcool",2.6
"Prix parfait
Hygiène nulle
Pas de climatisation 
Populaire
Service nul
Rien a voir avec la huchette",1.8
"Ce que j'aime vraiment a propos ce restaurant c'est les délicieux plats qui offre à un prix très raisonnable et bien sûr il faut pas oublier l'ambiance elle est tout simplement parfaite ,❤❤",4
Des bons sandwichs mais le service est un peu lent,3
Un très bon endroit 😍,3.8
vous devez acheter des billets de consommation  30Dt par personnes ,3.2
Endroit sympa trop mouvementée pour bonne bouffe juste la bière n'est pas tjrs froide,3.8
Bonne ambiance et bonne bière pour la bouffe pas tellement vu les prix ils peuvent mieux faire si nn le service est rapide les serveurs sont chaleureux,4
"Un bon plan pour after-work ou pour regarder un match
Le service est excellent
Les prix sont raisonnables
 Celia 4dt
Becks / Heineken 4,5dt
Tapas 25dt",4
Un beau cadre et de la bonne bouffe,4.2
Mettez a jour vos horraires si vous bossez que le weekend !!!!,1
Magnifique ,3.4
"Un bon endroit pour se relaxer, ambiance parfaite et rapport qualité prix impeccable.",4.2
"Bonne ambiance mais service médiocre.
Les serveurs s’occupent des gens qu’ils connaissent et délaissent complètement le reste.
J’ai emmené des invités étrangers qui ont dit qu’il ne fallait plus revenir ici et c’est ce que je vous conseille ",2.4
parfait ,4
"délicieux 
services rapides ",4
Pizza savoureuse et embiance formidable mais le service est nul,3.6
Très bonne pizza. Vraiment délicieuse. Je recommande vivement ,3.6
"Bonne bouffe, bonne embiance. Un petit coin calme pour une tasse de café. Une expérience pas mal du tout",3.8
Un peu cher mais les viennoiseries sont  merveilleuses. Optez pour les chesse cakes et les éclair. À bouffer les doigts ,3.6
Je recommande pas du tout. Service al hyt. Le personnel est vraiment nul. La citronnade est de la merde. Mais la vue est trop charmante. Dommage. ,2.4
"Un café/resto qui m'a beaucoup. Embiance magnifique est bouffe délicieuse. J'admets que c'est Un peu cher rapport qualité prix,mais ça reste un très bon resto. Je recommande vivement les paninis poulets et les milkshakes oreo et frero rochet. À bouffer les doigts ",3.8
Très bon concept couscous à volonté le seul bémol le restaurant est minuscule mais à part ça très bon couscous ,4
"J'ai vesité the loft Monastir , excellent cafe restau je suis trés satisfaite 👍❣
Rapport qualité prix ",4.6
"Je suis venu pour regarder la finale de la coupe d'Afrique, j'ai pas pu avoir une chaise pendant toute la soirée (moi et mes amis), Tout en sachant que y'a beaucoup de chaises libres et que j'ai déjà commandé nos boissons, chaque responsable nous envoie a un autre, et chaque serveur dit qu'il peut pas donner une chaise de son carrée, une mal traitance totale.
Les bierres sont trop chaudes, et ya pas des glaçons, alors que y'a de la bierre froide dans les frigidaires.
Bref une très mauvaise expérience d'un point de vue service et responsables.",1.6
"Une bière à 7 dt!  en détail comme en seau..  les bières ne sont pas froides.. service est trop long.. il vous oblige à s'installer ou il en veut même si les places sont à moitié dispo.. 
Côté ambiance et la vue je l'apprécies ",3
Je suis satisfait de l'endroit et de l'ambiance ,3.6
Endroit médiocre... Personel et gérant impolis. Vaut mieux bien  vérifier l'addition lors du payement (bref une mauvaise expérience),1.8
"Nous sommes venus aujourd'hui . Le service est excellent, les personnels souriants et professionnels et le rapport qualité prix est plus que satisfaisant. Je conseille cette adresse à tous mes amis! Entièrement satisfait ",4
Accueil sympa et ambiance conviviale,3.8
Sympatique,3.8
L'accueil est chaleureux  les serveurs très gentille men a7sen les restaurant fi tounes en 3al b7ar mekla yesser bnina quantité généreuses les prix abordable kima je recommande tout le monde de visiter le voilier a lagoulette,5
Un classe restaurant et surtout pour faire des affaire,5
"Le service est très très long, ils nous servaient une chose a la foi, au tout on a du attendre une heure ou plus et ils oubliaient les couverts et des parties du petit déjeuner qu’on a dû réclamer. La nourriture en général n’est pas excellente, trop médiocre. Le chocolat sur le pancake du prit dej n’etait pas du nutella et dans le menu enfant la kinder surprise n’etait pas un kinder mais une autre marque. Le café et le chocolat au lait par contre n’etait pas mauvais.",2.8
Service très mauvais gérant très désagréable ! Très mauvaise expérience laba a déconseillé vraiment ,1.2
"Le plus prie que jamai ,service 7ala ,manque organisation et non respet des gents",1.6
"Parmi les meilleurs restaurants à Hammamet, sinon le meilleur, rapport qualité/prix, bouffe et fréquentation",5
"Accueil chaleureux, tres bonne bouffe et service au petit soin.  Je recommande vivement. :)",4
"Très bonnes pizzas, goût authentique et faites avec des ingrédients frais. Cadre génial et service rapide. ",4.6
"Un accueil chaleureux, cadre et décoration qui font rêver et ambiance très agréable ! ",4.6
Il est fermé on voulait y aller ce soir wselna lel marsa w l9ineh msaker aucune indication pour quelle raison,1
"C'est une catastrophe ! Les serveurs sont non chalant, ne répondent pas poliment, du coran le matin pour un café moderne, les  prix sont trop chers...
Je deconseille",2.4
"Je ne peux que recommander et visiter encore et encore j'adore tout simplement
Girls vs cheese est mon favori ",5
"Acceuil chaleureux , service rapide , plat délicieux et très bien présentés je recommmende vivement! ",4
Très moyen comme un restaurant franchisé ,2.6
"Bonne qualité de cuisine, mais local très fermé et toujours plein ",2.6
Rien de spécial et la qualité est au au dessous du moyen ,1.4
Rien de spécial dans le goût ,3
"j'ai aimé la place
les plats sont trop bons
le. service est rapide et excellents 😍",4.4
Des délicieux plat a découvrir spécialement kebba j adore aussi les 🍞 pains sont très fines et sans oublier la patte de pizza 🍕🧀🧀🧀 quatre fromage wawwa ,3.8
"Steak grillé accompagnés de crevettes sautées avec de pain tortilla en garnitures 27.9dt
Très délicieux j'ai adoré tout seulement il ya trop de bruit ",4.2
"A améliorer la qualité de pain 
Personnel a la caisse exige d'ajouter des suppléments  fromage xl etc..
",2.4
Il peut mieux faire mais les portiers la bas sont nuls des que l'accès gratuit et tu fait votre réservation ils vous demande de l'argent c'marche pas comme ça,3.8
J'ai visité cosy c'est magnifique cette place l'ambiance depuis l'entre une belle service belle ambiance les plats sont delecieu les portiers sont gentils vous pouvez recommander cette place,5
 Merdique. A l'image de securité labes short we chlaka,1
"La penne royale est une tuerie,  la pizza au thon est très bonne. Service rapide et serveurs respectueux.
Très belle découverte.",4.2
"accueil des,portiers très nul",3.8
cette endroit nécessite pas une réservation accueil des portiers nulle ,4.2
Propre certes mais étroit je parle de celui du Menzah 6 bon service plats corrects,4
Catastrophe comme qualité de cuisine et service ,1.4
un bon endroit  😎,4
Notamment il est agréable cette place vue en mer calme familiale mais ils doit être augmenter ses service et les qualité même les prix somt très chers par rapport à son place,3.8
Service médiocre et serveurs impolis ,1.4
"J'y suis un habitué depuis plus de deux ans,et je n'y trouve aucun bémol. 
Le service est impeccable et rapide, le personnel est accueillant et chaleureux et ils ont les meilleurs pizza qu'on puisse manger à Tunis. Vous voulez une excellente pizza ? C'est l'adresse à retenir.
Essayez leur spécialités à savoir la chèvre miel, la savoyard...
PS: ils ont des salades aussi. ",5
Service rapide  les serveurs sont très sympa et l'ambiance est pas mal ,4.2
Un des meilleurs endroits pour un verre entre amis. Le service laisse à désirer. Mais les prix  sont bien par rapport au autres ,3.8
Généralement tt CV ,3
"Un bel endroit, service correct et bouffe très bonne
Mais a eviter le week-end ",4
"Endroit magnifique , service impeccable , j'aime beaucoup",4.4
"Faute de temps je n'y suis allée qu'une seule fois pour manger des tagliatelles  au fruits de mer. UN VRAI DÉLICE JE ME SUIS RÉGALÉE💓💓💓

Plat riche et très succulent. Pour les gourmands,je recommande vivement 😍😍😍😍
#pastalover

Par contre pour l'ambiance je suis assez déçue ..je ne comprend pas pourquoi en tunisie on ne tient pas compte des personnes qui ne supportent pas l'odeur étouffante du tabac ...espaces non fumeurs quasi inexistants...on paye pour manger mais on se voit obligé de terminer le plat en vitesse pour échapper au tabac.",4
Un endroit magnifique je le recommande ,4.4
"Personel non serieux avec un grave probleme de communication 
Nul.. ",1
Obligation de réservation cependant on reçois aucune réponse lorsqu'on fait une demande de réservation ....,1
Tout est magnifique sauf le service ,2.8
androit agreable. jaw tounsi fi.gamart ,3
"Les pizza à tomber😍😍,  service correcte et cadre très agréable c'est un peu cher par rapport au autres beach bar mais ça vaut le coup ... je recommande ",4.8
Agréable ,5
Juste simple . Pas plus.,2.8
"Cadre très sympathique vue sur mer
Service excellent 
Prix mignon 
A revisité 
Bien organisé 
Bonne continuation 
",4.2
une bonne reception et bon service .,4
"Sympathique endroit, service rapide, et surtt délicieuse les pizzas 😍",4.2
"Cadre sympathique, service troooop long le matin, même pour avoir l'addition.",3
"Un endroit magnifique, ambitieux, service rapide et les serveurs sont très sympathique et gentils. Pour moi c le meilleur endroit un Tunisie . Je l'aime beaucoup. 😍",5
"Un endroit sympa pour se relaxer, bon service , les portiers et les serveurs sont gentils et le rapport prix/qualité magnifique. ",4.8
"Un bon endroit, ambitieux , bon service , j'ai bien aimé et j'ai profité le max avec mes amis .",4.8
"Service behi , les serveurs sont chaleureux , les prix impeccable, l'ambiance cv ",4.6
"Ambiance parfaite  , service rapide  
c vrais que les prix sont très chère mais j'ai profité 
",4.6
"Endroit sympathique , service plus au moins correct ,  seul inconvénient la bouffe n'est pas excellente ",3.2
"Franchement tout y etait impeccable, un mix de fruits de mers et un loup et une daurade plus pâtes et salade. Un menu pour 2 personnes à 65dt et plus que rassasiant.

Bref tout était extraordinaire du service jusqu'au rapport qualité prix franchement je recommande ce restaurant à tout le monde.",4.4
"J'ai aimer le concept du resto.
L'hygiène et sur tout le service 😎😊",4.6
 un endroit sympa et de la bonne bouffe.,5
Certes le restaurant peut se targuer d’une vue imprenable mais le niveau de service est déplorable et des erreurs en cuisine gâchent l’expérience. Je ne recommande pas pour la table mais pour un cocktail ça va.,2
"Une vue à couper le souffle, une ambiance des plus chic. Le restaurant porte bien son nom. Un clin d’oeil au Chef pour ses plats exquis et un grand merci à l’équipe d’avoir toujours été au petit soin et pour leur rapidité. Durant mes nombreux...",5
